county Name,01,02,03,04,05
Adams,30.065573770491802,32.05128205128205,31.182795698924732,26.764705882352942,
Aiken,,32.6,41.666666666666664,46.86666666666667,
Alameda,60.45161290322581,50.285714285714285,,,
Alamosa,29.82758620689655,15.592592592592593,19.774193548387096,36.3,
Albany,44.82258064516129,43.017857142857146,34.85,,
Albemarle,29.7,25.6,,,
Allegany,20.64516129032258,50.32142857142857,17.838709677419356,,
Allegheny,58.483870967741936,54.42857142857143,44.193548387096776,,
Allen,31.016129032258064,30.785714285714285,34.75609756097561,,
Anderson,,25.40909090909091,36.483870967741936,39.53333333333333,
Androscoggin,28.032258064516128,30.392857142857142,40.774193548387096,41.833333333333336,
Anne Arundel,13.894736842105264,6.296296296296297,39.903225806451616,,
Anoka,47.12903225806452,46.857142857142854,37.193548387096776,,
Apache,11.1,10.964285714285714,9.580645161290322,10.8,
Arapahoe,38.54838709677419,42.107142857142854,46.38709677419355,,
Archuleta,32.96774193548387,24.357142857142858,44.41935483870968,57.37931034482759,
Arkansas,31.375,27.5,34.8,,
Arlington,37.3,32.888888888888886,,,
Aroostook,45.45161290322581,44.92857142857143,30.870967741935484,32.333333333333336,
Ascension,29.93548387096774,25.785714285714285,42.25806451612903,50.9,
Ashland,34.464285714285715,,,,
Ashley,21.9,22.8,32.7,,
Ashtabula,0.9032258064516129,0.8214285714285714,39.41935483870968,,
Asotin,30.903225806451612,,,,
Athens,30.2,27.0,18.8,,
Avery,35.82608695652174,34.5,,,
BAJA CALIFORNIA NORTE,117.90322580645162,92.10714285714286,56.774193548387096,71.57894736842105,
Baltimore,45.483870967741936,39.32142857142857,41.483870967741936,,
Baltimore (City),42.806451612903224,39.7037037037037,40.83870967741935,,
Bannock,22.93548387096774,13.821428571428571,8.290322580645162,13.166666666666666,
Barnstable,34.903225806451616,36.888888888888886,42.0,,
Bartholomew,37.064516129032256,38.57142857142857,38.29032258064516,,
Bay,22.0,,,,
Beaufort,1.4838709677419355,3.5,1.1612903225806452,,
Becker,23.258064516129032,20.714285714285715,28.193548387096776,,
Belmont,23.387096774193548,21.357142857142858,18.516129032258064,,
Beltrami,29.310344827586206,25.214285714285715,25.29032258064516,,
Benton,22.774193548387096,,,,
Berkeley,,25.818181818181817,39.39344262295082,40.46666666666667,
Berkshire,40.83870967741935,33.357142857142854,19.903225806451612,,
Bibb,22.70967741935484,31.535714285714285,,,
Billings,21.133333333333333,37.925925925925924,38.333333333333336,,
Black Hawk,52.774193548387096,54.285714285714285,50.774193548387096,47.6,
Blount,36.03225806451613,35.392857142857146,46.16129032258065,,
Boone,25.516129032258064,26.892857142857142,35.225806451612904,,
Bossier,30.967741935483872,24.25,42.16129032258065,45.96666666666667,
Botetourt,3.5483870967741935,3.7142857142857144,8.129032258064516,,
Boulder,35.1,41.642857142857146,43.87096774193548,15.0,
Box Elder,44.70967741935484,37.892857142857146,43.61290322580645,46.13333333333333,
Bremer,,,40.16129032258065,46.733333333333334,
Brewster,37.3,35.464285714285715,45.354838709677416,,
Bristol,41.38709677419355,38.5,43.483870967741936,,
Bristol City,33.0,24.7,,,
Bronx,47.45161290322581,44.67857142857143,38.61290322580645,,
Brooke,18.29032258064516,14.75,11.193548387096774,,
Broward,38.32258064516129,36.392857142857146,53.903225806451616,,
Brown,30.419354838709676,29.964285714285715,38.225806451612904,,
Brunswick,11.419354838709678,8.642857142857142,11.774193548387096,,
Bryan,,23.4,43.774193548387096,,
Buncombe,29.0,20.857142857142858,28.06451612903226,,
Burke,29.833333333333332,35.592592592592595,44.833333333333336,,
Burleigh,38.166666666666664,32.07142857142857,47.13333333333333,,
Butler,35.70967741935484,37.07142857142857,41.16129032258065,,
Butte,32.25806451612903,35.392857142857146,41.96774193548387,,
Cabell,,,37.25806451612903,,
Cache,51.03225806451613,40.17857142857143,48.83870967741935,44.46666666666667,
Caddo,34.7,27.857142857142858,42.935483870967744,43.892857142857146,
Calcasieu,38.935483870967744,41.714285714285715,49.645161290322584,54.36666666666667,
Calvert,,,39.516129032258064,,
Campbell,12.903225806451612,12.357142857142858,13.903225806451612,,
Canadian,31.2,28.642857142857142,39.516129032258064,,
Carbon,35.0,41.142857142857146,46.193548387096776,,
Carlton,21.655172413793103,20.571428571428573,13.566666666666666,,
Carroll,23.258064516129032,23.454545454545453,34.74626865671642,9.75,
Carter,27.29032258064516,29.892857142857142,39.25806451612903,,
Carteret,32.83870967741935,34.107142857142854,,,
Cass,28.08695652173913,31.92452830188679,36.34426229508197,,
Catawba,39.096774193548384,33.964285714285715,28.838709677419356,,
Cecil,39.67857142857143,36.214285714285715,40.774193548387096,,
Centre,30.166666666666668,33.22222222222222,,,
Cerro Gordo,15.7,16.8,12.4,,
Champaign,38.32258064516129,40.464285714285715,39.193548387096776,,
Charles,22.9,26.11111111111111,40.57142857142857,,
Charleston,36.0,32.5,45.645161290322584,43.833333333333336,
Chatham,26.322580645161292,30.071428571428573,,,
Chautauqua,31.419354838709676,34.607142857142854,40.064516129032256,,
Chelan,41.83870967741935,,,,
Chesterfield,24.28,29.487179487179485,40.22222222222222,47.166666666666664,
Claiborne,29.29032258064516,29.928571428571427,,,
Clallam,45.645161290322584,,,,
Clark,36.715053763440864,36.47142857142857,41.00806451612903,,
Clarke,19.181818181818183,,,,
Clear Creek,,,50.1764705882353,,
Clermont,34.41935483870968,35.36,41.903225806451616,,
Cleveland,38.935483870967744,39.25,53.58064516129032,,
Clinton,53.0,53.214285714285715,40.693548387096776,46.733333333333334,
Cochise,42.16129032258065,42.32142857142857,44.645161290322584,,
Coconino,40.03225806451613,43.0,45.064516129032256,,
Colleton,32.25806451612903,30.178571428571427,45.25806451612903,43.03333333333333,
Columbia,21.19047619047619,,,,
Columbiana,2.4838709677419355,4.535714285714286,1.6774193548387097,11.0,
Colusa,12.9,8.285714285714286,6.066666666666666,,
Comanche,33.41935483870968,33.142857142857146,44.483870967741936,,
Contra Costa,58.58064516129032,48.107142857142854,,,
Converse,35.645161290322584,37.92857142857143,40.935483870967744,,
Cook,37.064516129032256,38.107142857142854,34.5,,
Covington City,10.0,6.0,2.7419354838709675,,
Cowlitz,24.032258064516128,,,,
Creek,32.935483870967744,30.785714285714285,44.225806451612904,,
Crittenden,33.67741935483871,33.214285714285715,41.935483870967744,,
Crow Wing,27.06451612903226,22.321428571428573,21.35483870967742,,
Cumberland,37.82258064516129,34.42857142857143,36.86440677966102,43.46666666666667,
Custer,18.322580645161292,15.642857142857142,22.483870967741936,,
Cuyahoga,48.12903225806452,46.642857142857146,40.774193548387096,,
Dakota,41.0,40.57142857142857,34.38709677419355,,
Dane,37.225806451612904,15.5,,,
Darlington,,26.8125,39.12903225806452,42.96666666666667,
Davidson,38.483870967741936,31.555555555555557,34.67741935483871,,
Davis,47.774193548387096,39.25,42.096774193548384,46.53333333333333,
DeKalb,35.69230769230769,32.476190476190474,,,
Delaware,31.612903225806452,33.857142857142854,36.73770491803279,,
Delta,19.333333333333332,17.0,19.125,29.5,
Denali ,34.0,40.25,41.903225806451616,,
Denver,57.29032258064516,56.82142857142857,48.32258064516129,23.294117647058822,
Dewey,36.25806451612903,37.17857142857143,45.935483870967744,,
District of Columbia,43.903225806451616,44.464285714285715,38.96774193548387,37.8,
Dodge,38.58064516129032,9.0,,,
Dona Ana,41.354838709677416,39.214285714285715,37.16129032258065,58.2,
Dorchester,35.935483870967744,32.357142857142854,39.064516129032256,,
Dougherty,37.74193548387097,29.428571428571427,,,
Douglas,42.54838709677419,52.67857142857143,45.557377049180324,12.6,
DuPage,42.45161290322581,43.17857142857143,41.56666666666667,,
Dubois,38.3,40.7,33.3,,
Duchesne,37.096774193548384,39.07142857142857,43.70967741935484,49.53333333333333,
Dukes,35.45161290322581,37.857142857142854,42.67857142857143,,
Dunn,29.533333333333335,31.555555555555557,40.43333333333333,,
Durham,39.41935483870968,32.17857142857143,31.032258064516128,,
Dutchess,28.032258064516128,28.142857142857142,35.12903225806452,,
East Baton Rouge,41.225806451612904,35.214285714285715,49.87096774193548,50.03333333333333,
Eau Claire,43.645161290322584,,,,
Edgecombe,19.225806451612904,21.785714285714285,18.925925925925927,,
Edgefield,34.13333333333333,33.25,47.70967741935484,46.56666666666667,
Edmonson,29.4,28.928571428571427,39.516129032258064,,
Effingham,,,38.16129032258065,,
El Paso,37.70967741935484,43.75,46.806451612903224,,
Elk,32.61290322580645,35.142857142857146,,,
Elkhart,39.45161290322581,33.464285714285715,25.8,,
Erie,45.806451612903224,46.964285714285715,39.41935483870968,,
Essex,35.95161290322581,38.07142857142857,41.45161290322581,,
Etowah,57.54838709677419,42.5,,,
Fairfax,30.774193548387096,27.40740740740741,8.0,7.0,
Fayette,30.193548387096776,30.821428571428573,,,
Flathead,26.580645161290324,36.142857142857146,40.03225806451613,,
Florence,31.93548387096774,26.964285714285715,36.61904761904762,29.433333333333334,
Floyd,38.81967213114754,31.03921568627451,37.0,,
Forest,36.70967741935484,,,,
Forsyth,19.612903225806452,,,,
Franklin,27.008064516129032,26.107142857142858,26.612903225806452,,
Frederick,34.8,32.3,40.38709677419355,,
Fremont,47.166666666666664,23.75,15.461538461538462,,
Fresno,49.87096774193548,52.75,40.61290322580645,48.8,
Fulton,37.516129032258064,37.607142857142854,,,
Gallatin,7.774193548387097,7.107142857142857,9.225806451612904,,
Gallia,4.967741935483871,7.357142857142857,11.387096774193548,4.833333333333333,
Garfield,16.13978494623656,20.446428571428573,23.129032258064516,17.25,
Garland,32.8,24.5,40.1,,
Garrett,35.935483870967744,34.857142857142854,41.357142857142854,,
Geauga,,,40.32258064516129,,
Genesee,25.0,,,,
Georgetown,11.368421052631579,14.964285714285714,17.419354838709676,18.933333333333334,
Gila,84.93548387096774,74.85714285714286,66.58064516129032,,
Giles,40.193548387096776,39.857142857142854,15.576923076923077,,
Gilmer,28.483870967741936,28.285714285714285,,,
Grafton,31.322580645161292,33.75,,,
Grant,32.016129032258064,,,,
Grays Harbor,27.161290322580644,,,,
Greenbrier,,,39.193548387096776,,
Greene,33.064516129032256,36.22222222222222,38.79032258064516,,
Greenville,39.83870967741935,34.392857142857146,44.32258064516129,45.1,
Guilford,33.74193548387097,31.392857142857142,29.806451612903224,,
Gunnison,35.193548387096776,44.607142857142854,21.0,,
Gwinnett,40.8,34.607142857142854,,,
Hall,29.8,27.342105263157894,,,
Hamilton,39.883116883116884,37.85507246376812,39.776119402985074,,
Hampden,46.45161290322581,41.035714285714285,30.35483870967742,,
Hampshire,36.903225806451616,35.57142857142857,39.74193548387097,,
Hampton City,24.333333333333332,20.6,5.8,9.0,
Hancock,22.903225806451612,24.785714285714285,40.806451612903224,47.36666666666667,
Harford,35.10344827586207,25.785714285714285,40.0,,
Harrison,37.0,40.0,35.94444444444444,46.7,
Hawaii,89.12903225806451,131.60714285714286,39.61290322580645,,
Haywood,39.483870967741936,57.67857142857143,44.58064516129032,,
Hendricks,27.677419354838708,28.035714285714285,35.16129032258065,,
Hennepin,47.12903225806452,46.67857142857143,37.935483870967744,,
Henrico,25.5,28.153846153846153,5.4,9.0,
Henry,26.026315789473685,27.236842105263158,23.7,,
Herkimer,32.935483870967744,32.392857142857146,40.54838709677419,,
Hillsborough,47.483870967741936,39.75,54.903225806451616,61.833333333333336,68.0
Hopewell City,8.0,7.4,6.4,8.666666666666666,
Horry,32.25806451612903,29.36,43.935483870967744,47.233333333333334,
Houston,38.333333333333336,29.0,,,
Howard,41.66129032258065,39.785714285714285,33.01639344262295,,
Humboldt,29.379310344827587,30.107142857142858,25.129032258064516,,
Huntington,27.774193548387096,28.678571428571427,,,
Iberville,42.354838709677416,34.82142857142857,53.54838709677419,52.4,
Idaho,35.12903225806452,35.964285714285715,26.06451612903226,,
Indian River,38.56666666666667,35.857142857142854,,,
Ingham,10.0,,,,
Inyo,32.0,40.11538461538461,43.58064516129032,,
Iron,31.06451612903226,18.142857142857142,31.225806451612904,10.0,
Jackson,28.941176470588236,29.404761904761905,34.31707317073171,,
Jefferson,32.10967741935484,41.65492957746479,46.74193548387097,48.43333333333333,
Jerome,19.967741935483872,15.964285714285714,15.451612903225806,,
Jersey,35.18518518518518,35.65217391304348,42.064516129032256,,
Jo Daviess,27.17241379310345,35.2962962962963,,,
Johnson,39.225806451612904,40.25,39.12903225806452,35.56666666666667,
Johnston,31.612903225806452,31.928571428571427,32.83870967741935,,
Kanawha,43.70967741935484,39.75,40.806451612903224,,
Kane,29.806451612903224,34.92857142857143,39.96774193548387,,
Kay,35.903225806451616,36.67857142857143,50.41935483870968,,
Kennebec,16.258064516129032,25.607142857142858,39.064516129032256,43.827586206896555,
Kenosha,32.483870967741936,,,,
Kent,30.646464646464647,31.311475409836067,38.53731343283582,,
Kern,35.354838709677416,50.857142857142854,13.709677419354838,28.2,
King,39.12903225806452,,,,
Kings,40.01639344262295,39.232142857142854,30.56451612903226,,
Kittitas,31.096774193548388,,,,
Knox,24.903225806451612,26.857142857142858,40.15217391304348,44.464285714285715,
La Crosse,31.129032258064516,,,,
La Paz,36.45161290322581,42.357142857142854,44.25806451612903,,
La Plata,36.03225806451613,41.035714285714285,45.193548387096776,55.93333333333333,
La Salle,3.3225806451612905,1.6785714285714286,0.9354838709677419,,
LaPorte,31.161290322580644,32.285714285714285,25.875,,
Lafayette,47.935483870967744,38.285714285714285,46.16129032258065,48.833333333333336,
Lafourche,32.38709677419355,27.214285714285715,42.903225806451616,47.8,
Lake,29.658536585365855,32.32432432432432,29.112068965517242,,
Lancaster,35.125,31.5,,,
Laramie,8.4,19.7,12.0,,
Larimer,45.225806451612904,50.107142857142854,47.70967741935484,14.6,
Lawrence,25.483870967741936,22.928571428571427,40.0,,
Lee,43.07692307692308,39.78947368421053,43.8780487804878,,
Lenoir,12.67741935483871,13.52,16.0,,
Lewis,22.93548387096774,,,,
Lexington,40.193548387096776,32.392857142857146,42.193548387096776,30.133333333333333,
Liberty,34.86666666666667,28.571428571428573,,,
Licking,,,36.064516129032256,,
Lincoln,7.258064516129032,16.75,5.870967741935484,,
Linn,39.0,40.5,44.064516129032256,49.166666666666664,
Livingston,35.41935483870968,33.214285714285715,44.354838709677416,48.3,
Lorain,21.70967741935484,23.285714285714285,35.83870967741935,,
Loudoun,34.1,28.2,,,
Love,,,45.8,,
Lowndes,40.36,33.791666666666664,,,
Lucas,32.483870967741936,34.07142857142857,39.54838709677419,,
Luna,19.612903225806452,15.5,16.193548387096776,34.8,
Lynchburg City,27.4,27.3,,,
Lyon,25.677419354838708,27.321428571428573,30.193548387096776,,
Macon,39.3728813559322,37.67857142857143,43.03225806451613,,
Macoupin,0.9333333333333333,6.892857142857143,38.32258064516129,,
Madison,39.494623655913976,39.07142857142857,41.2520325203252,,
Mahoning,31.193548387096776,31.964285714285715,34.70967741935484,,
Maricopa,75.09677419354838,63.07142857142857,55.70967741935484,,
Marin,47.54838709677419,38.464285714285715,,,
Marion,49.32258064516129,47.57142857142857,39.096774193548384,,
Mariposa,36.903225806451616,40.214285714285715,42.516129032258064,,
Marshall,53.225806451612904,46.75,31.612903225806452,,
Mason,18.12727272727273,3.607142857142857,2.064516129032258,6.466666666666667,
Mayes,12.806451612903226,10.892857142857142,9.774193548387096,,
McClain,31.733333333333334,27.0,42.096774193548384,,
McHenry,33.45161290322581,41.17857142857143,43.12903225806452,,
McKenzie,30.766666666666666,37.51851851851852,43.6,,
McLean,43.16129032258065,43.42857142857143,41.354838709677416,,
Mecklenburg,44.193548387096776,38.17857142857143,47.354838709677416,49.233333333333334,
Medina,42.74193548387097,39.964285714285715,37.0,,
Mercer,28.987951807228917,32.8780487804878,42.1,,
Mesa,37.03225806451613,38.32142857142857,43.0,,
Miami,,,37.806451612903224,,
Middlesex,31.0,32.42857142857143,40.225806451612904,,
Milwaukee,42.41935483870968,12.0,,,
Mineral,53.064516129032256,34.17857142857143,22.333333333333332,,
Missaukee,1.0,,,,
Mitchell,27.483870967741936,21.964285714285715,27.096774193548388,,
Mobile,20.29032258064516,13.785714285714286,,,
Moffat,33.903225806451616,39.857142857142854,43.266666666666666,,
Mohave,9.419354838709678,17.75,8.709677419354838,,
Mono,20.580645161290324,17.678571428571427,13.32258064516129,,
Monongalia,3.962962962962963,,36.266666666666666,,
Monroe,38.28787878787879,36.72093023255814,30.130434782608695,,
Monterey,32.74193548387097,37.25,,,
Montezuma,37.43333333333333,41.107142857142854,45.096774193548384,,
Montgomery,35.9349593495935,35.875,38.69166666666667,49.2,
Montrose,28.93548387096774,36.95,41.18181818181818,,
Morgan,24.774193548387096,22.955357142857142,19.0,,
Muscatine,41.193548387096776,43.714285714285715,44.29032258064516,44.166666666666664,
Muscogee,22.677419354838708,23.857142857142858,,,
Muskogee,17.806451612903224,16.714285714285715,30.612903225806452,,
Napa,57.32258064516129,48.5,,,
Nassau,40.96774193548387,31.535714285714285,20.193548387096776,,
Natrona,9.0,17.8,10.9,,
Navajo,36.32258064516129,39.25,44.38709677419355,,
Nevada,41.70967741935484,,,,
New Castle,45.806451612903224,43.25,43.645161290322584,,
New Hanover,13.03448275862069,9.666666666666666,17.64516129032258,,
New York,52.96774193548387,47.964285714285715,40.12903225806452,,
Newton,32.935483870967744,31.071428571428573,42.83870967741935,,
Nez Perce,9.741935483870968,7.964285714285714,6.645161290322581,,
Niagara,,34.892857142857146,,,
Noble,32.25806451612903,31.533333333333335,,,
Norfolk,31.666666666666668,31.68,37.483870967741936,,
Norfolk City,27.5,22.0,9.2,9.75,
Nowata,27.761904761904763,30.857142857142858,47.32258064516129,,
Oconee,31.483870967741936,28.857142857142858,45.233333333333334,53.233333333333334,
Ohio,,,36.70967741935484,,
Okanogan,54.12903225806452,,,,
Oklahoma,40.096774193548384,31.464285714285715,54.774193548387096,,
Oliver,36.56666666666667,37.55555555555556,45.233333333333334,,
Olmsted,48.483870967741936,42.92857142857143,37.29032258064516,,
Oneida,23.983870967741936,28.5,15.419354838709678,,
Onondaga,36.12903225806452,38.357142857142854,38.83870967741935,,
Orange,43.903225806451616,37.535714285714285,39.41935483870968,,
Orleans,31.64516129032258,31.0,37.38709677419355,34.666666666666664,
Osage,31.258064516129032,29.85185185185185,,,
Oswego,31.838709677419356,34.666666666666664,38.70967741935484,,
Ottawa,30.833333333333332,26.818181818181817,36.72222222222222,,
Ouachita,31.806451612903224,27.785714285714285,39.935483870967744,41.0,
Outagamie,40.96774193548387,,,,
Oxford,46.0,41.42857142857143,41.61290322580645,34.7,
Ozaukee,27.689655172413794,,,,
Palo Alto,48.064516129032256,45.17857142857143,47.41935483870968,52.36666666666667,
Park,20.8,16.5,12.0,,
Penobscot,31.29032258064516,31.142857142857142,41.774193548387096,44.9,
Peoria,45.41935483870968,45.42857142857143,44.903225806451616,,
Perry,31.419354838709676,29.928571428571427,39.41935483870968,,
Person,2.064516129032258,1.5357142857142858,0.967741935483871,,
Philadelphia,43.0,,,,
Pickens,,27.38095238095238,42.354838709677416,47.13333333333333,
Pierce,46.70967741935484,,,,
Pike,34.13333333333333,29.857142857142858,,,
Pima,41.32258064516129,40.535714285714285,33.03225806451613,,
Pinal,39.935483870967744,42.892857142857146,47.806451612903224,,
Pitkin,14.444444444444445,9.444444444444445,19.2,,
Pitt,25.35483870967742,23.181818181818183,25.580645161290324,,
Pittsburg,34.333333333333336,26.178571428571427,45.10344827586207,,
Placer,34.67741935483871,39.82142857142857,43.774193548387096,,
Plymouth,33.53333333333333,34.42857142857143,40.16129032258065,,
Pointe Coupee,31.516129032258064,26.607142857142858,43.32258064516129,46.46666666666667,
Polk,36.56989247311828,32.392857142857146,44.354838709677416,50.2,
Portage,36.5,31.5,36.193548387096776,,
Porter,42.70967741935484,40.035714285714285,30.9,,
Posey,29.612903225806452,28.464285714285715,37.87096774193548,,
Pottawattamie,41.54545454545455,36.9,38.916666666666664,,
Preble,39.193548387096776,42.07142857142857,39.096774193548384,,
Prince Edward,32.03225806451613,28.48148148148148,,,
Prince George's,40.096774193548384,35.42857142857143,40.58064516129032,,
Providence,47.193548387096776,,,,
Prowers,20.774193548387096,17.392857142857142,20.8,25.9,
Pueblo,24.2,25.1,19.3,28.0,
Pulaski,39.38709677419355,34.892857142857146,45.45161290322581,,
Putnam,29.161290322580644,29.785714285714285,39.166666666666664,,
Queens,47.193548387096776,43.285714285714285,37.87096774193548,,
Ramsey,46.67741935483871,45.857142857142854,35.54838709677419,,
Randall,37.29032258064516,36.82142857142857,,,
Randolph,44.83870967741935,40.67857142857143,48.54838709677419,,
Rapides,26.2,25.625,32.9,,
Richland,36.516129032258064,32.17857142857143,47.58064516129032,46.766666666666666,
Richmond,38.096774193548384,38.767857142857146,26.838709677419356,,
Richmond City,33.2,33.666666666666664,,,
Rio Blanco,37.41935483870968,42.142857142857146,45.645161290322584,,
Riverside,41.54838709677419,59.357142857142854,60.064516129032256,89.3,
Roanoke,29.88888888888889,30.3,,,
Rock Island,44.41935483870968,45.714285714285715,40.54838709677419,,
Rockingham,8.125,7.0,0.7419354838709677,,
Rockland,38.74193548387097,34.035714285714285,39.516129032258064,,
Routt,21.655172413793103,19.08695652173913,21.571428571428573,15.117647058823529,
Russell,49.0,41.32142857142857,,,
SONORA,29.096774193548388,33.535714285714285,37.935483870967744,,
Saint Clair,39.96774193548387,43.607142857142854,44.354838709677416,,
Saint Louis,35.774193548387096,39.857142857142854,42.41935483870968,,
Salem City,31.5,29.333333333333332,,,
Salt Lake,55.25806451612903,41.5,44.0,21.5,
San Benito,33.225806451612904,39.035714285714285,37.70967741935484,,
San Bernardino,40.41935483870968,45.285714285714285,46.903225806451616,,
San Diego,10.75,13.0,9.0,23.5,
San Francisco,51.806451612903224,43.142857142857146,,,
San Juan,35.88709677419355,40.714285714285715,44.61290322580645,,
San Mateo,47.354838709677416,35.214285714285715,,,
San Miguel,15.5,18.3,25.0,23.0,
Sangamon,40.483870967741936,41.035714285714285,43.354838709677416,,
Santa Clara,51.61290322580645,41.214285714285715,,,
Santa Cruz,43.193548387096776,37.625,28.366666666666667,,
Saratoga,30.0,32.892857142857146,38.83870967741935,,
Sarpy,37.107142857142854,39.535714285714285,36.806451612903224,,
Sauk,34.67741935483871,,,,
Scioto,15.870967741935484,16.107142857142858,19.580645161290324,,
Scott,45.26829268292683,47.972972972972975,47.6,55.166666666666664,
Scotts Bluff,27.9,23.77777777777778,,,
Seneca,0.7096774193548387,0.07142857142857142,0.0,,
Sequoyah,34.6,30.2,38.4,,
Sevier,38.903225806451616,38.25,47.354838709677416,,
Shasta,35.93103448275862,38.892857142857146,42.758620689655174,,
Shelby,17.0,16.145454545454545,36.29032258064516,,
Sheridan,34.54545454545455,40.0,24.5,,
Skagit,14.483870967741936,,,,
Solano,49.70967741935484,44.892857142857146,36.233333333333334,,
Somerset,31.451612903225808,31.785714285714285,,,
Sonoma,40.096774193548384,34.57142857142857,,,
Spartanburg,34.0,32.4,45.064516129032256,46.53333333333333,
Spencer,35.8,39.5,32.4,,
Spokane,30.129032258064516,,,,
St. Bernard,34.45161290322581,30.678571428571427,49.774193548387096,54.36666666666667,
St. Charles,6.580645161290323,13.75,7.354838709677419,8.7,
St. Clair,4.032258064516129,6.321428571428571,14.32258064516129,,
St. James,27.483870967741936,22.678571428571427,35.29032258064516,39.6,
St. John the Baptist,29.612903225806452,24.178571428571427,40.193548387096776,46.833333333333336,
St. Joseph,46.193548387096776,35.57142857142857,21.3,,
St. Lawrence,34.483870967741936,31.107142857142858,40.774193548387096,,
St. Martin,33.70967741935484,28.185185185185187,44.592592592592595,50.107142857142854,
St. Tammany,32.645161290322584,28.714285714285715,41.67741935483871,45.233333333333334,
Stafford,8.8,6.0,5.8,6.0,
Stark,42.096774193548384,40.67857142857143,41.16129032258065,,
Stearns,33.064516129032256,33.642857142857146,33.806451612903224,,
Steuben,9.32258064516129,34.0,1.9655172413793103,,
Stevens,51.87096774193548,,,,
Sublette,42.354838709677416,42.607142857142854,43.25806451612903,,
Suffolk,48.87096774193548,42.767857142857146,41.17741935483871,,
Sullivan,43.83870967741935,37.75,26.70967741935484,22.5,
Summit,39.0,37.67857142857143,35.903225806451616,,
Sumter,25.741935483870968,12.321428571428571,,,
Sussex,34.935483870967744,33.285714285714285,42.45161290322581,,
Swain,38.903225806451616,27.214285714285715,34.74193548387097,,
Sweetwater,36.45161290322581,41.107142857142854,43.774193548387096,,
Tangipahoa,21.0,21.3,29.545454545454547,,
Taylor,35.58064516129032,38.392857142857146,,,
Tazewell,2.5161290322580645,2.0714285714285716,3.5161290322580645,,
Terrebonne,24.11111111111111,24.3,32.9,,
Teton,39.483870967741936,40.32142857142857,46.225806451612904,,
Thurston,9.0,,,,
Tippecanoe,35.61290322580645,35.82142857142857,26.666666666666668,,
Tompkins,32.13793103448276,33.17857142857143,0.0,,
Tooele,45.16129032258065,36.964285714285715,43.096774193548384,49.36666666666667,
Trigg,32.5,30.607142857142858,,,
Trumbull,29.6,26.59090909090909,39.096774193548384,,
Tucker,31.35483870967742,30.428571428571427,,,
Tulare,29.93548387096774,45.107142857142854,38.61290322580645,,
Tulsa,43.58064516129032,42.535714285714285,61.483870967741936,,
Tuscaloosa,39.172413793103445,36.52,,,
Tuscola,30.516129032258064,35.5,,,
Uintah,35.354838709677416,41.535714285714285,46.774193548387096,55.333333333333336,
Union,32.903225806451616,29.392857142857142,41.38709677419355,,
Utah,41.38709677419355,38.035714285714285,41.83870967741935,22.3,
Van Buren,31.806451612903224,33.142857142857146,42.12903225806452,48.733333333333334,
Vanderburgh,36.29032258064516,37.535714285714285,38.54838709677419,,
Ventura,45.806451612903224,49.67857142857143,45.67741935483871,,
Vigo,41.935483870967744,41.25,37.903225806451616,,
Vilas,20.258064516129032,,,,
Virginia Beach City,29.6,22.571428571428573,,,
Wabash,28.903225806451612,31.142857142857142,,,
Wake,39.54838709677419,37.535714285714285,35.58064516129032,,
Walker,43.75,34.92857142857143,,,
Walla Walla,20.838709677419356,,,,
Ward,31.933333333333334,37.25925925925926,45.93333333333333,,
Warren,41.206896551724135,33.285714285714285,39.29032258064516,,
Warrick,29.258064516129032,27.285714285714285,37.67741935483871,,
Washington,33.390625,34.33557046979866,41.86060606060606,47.56666666666667,
Washtenaw,30.3,33.32142857142857,,,
Waukesha,38.516129032258064,14.4,,,
Wayne,31.806451612903224,32.6,36.52459016393443,,
Weber,44.61290322580645,42.32142857142857,43.225806451612904,50.166666666666664,
Weld,49.70967741935484,49.82142857142857,43.70967741935484,21.5,
West Baton Rouge,36.774193548387096,32.607142857142854,43.67741935483871,45.86666666666667,
Westchester,38.87096774193548,32.785714285714285,37.96774193548387,,
Wexford,31.766666666666666,37.035714285714285,,,
Whatcom,37.38709677419355,,,,
White Pine,37.370370370370374,40.8,45.064516129032256,,
Whitley,42.096774193548384,41.42857142857143,23.7,,
Whitman,14.161290322580646,,,,
Will,46.903225806451616,48.964285714285715,44.16129032258065,,
Williams,29.0,25.333333333333332,44.8,,
Winchester City,10.0,8.4,5.6,8.0,
Windham,32.16129032258065,33.5,,,
Winnebago,29.70967741935484,34.035714285714285,40.2,,
Wood,8.483870967741936,7.038461538461538,35.53225806451613,,
Woodbury,32.4,31.8,35.6,,
Worcester,43.87096774193548,42.57142857142857,41.645161290322584,,
Wright,33.74193548387097,35.714285714285715,29.516129032258064,,
Yakima,44.74193548387097,,,,
Yalobusha,28.32,26.62962962962963,,,
Yavapai,35.87096774193548,40.357142857142854,42.193548387096776,,
Yolo,22.0,33.964285714285715,38.225806451612904,,
York,30.64516129032258,32.256410256410255,42.38709677419355,46.20338983050848,
Yuma,43.03225806451613,49.107142857142854,47.61290322580645,,
